id,station,date,prcp,tobs
16416,USC00511918,4/18/2011,0,67
16417,USC00511918,4/19/2011,0,66
16418,USC00511918,4/20/2011,0,66
16419,USC00511918,4/21/2011,0,71
16420,USC00511918,4/22/2011,0,84
16421,USC00511918,4/23/2011,0,76
16422,USC00511918,4/24/2011,0,77
16423,USC00511918,4/25/2011,0,69
16424,USC00511918,4/26/2011,0.03,68
16425,USC00511918,4/27/2011,0,69
16426,USC00511918,4/28/2011,0,72
16427,USC00511918,4/29/2011,0,78
16428,USC00511918,4/30/2011,0.2,74
16429,USC00511918,5/1/2011,0,76
16430,USC00511918,5/2/2011,0,65
16431,USC00511918,5/3/2011,0.76,69
16432,USC00511918,5/4/2011,0.1,70
16433,USC00511918,5/5/2011,0.02,71
16434,USC00511918,5/6/2011,0.03,69
16435,USC00511918,5/7/2011,0.6,72
16436,USC00511918,5/8/2011,0.72,70
16437,USC00511918,5/9/2011,0.53,70
16438,USC00511918,5/10/2011,0.03,74
16439,USC00511918,5/11/2011,0.01,70
16440,USC00511918,5/12/2011,0.04,70
16441,USC00511918,5/13/2011,0.03,71
16442,USC00511918,5/14/2011,0,79
16443,USC00511918,5/15/2011,0,78
16444,USC00511918,5/16/2011,0,71
16445,USC00511918,5/17/2011,0,68
16446,USC00511918,5/18/2011,0,68
16447,USC00511918,5/19/2011,0.03,66
16448,USC00511918,5/20/2011,0,70
16449,USC00511918,5/21/2011,0,77
16450,USC00511918,5/22/2011,0,76
16451,USC00511918,5/23/2011,0.01,75
16452,USC00511918,5/24/2011,0,73
16453,USC00511918,5/25/2011,0,75
16454,USC00511918,5/26/2011,0,76
16455,USC00511918,5/27/2011,0,77
16456,USC00511918,5/28/2011,0,77
16457,USC00511918,5/29/2011,0,77
16458,USC00511918,5/30/2011,0,79
16459,USC00511918,5/31/2011,0,73
16460,USC00511918,6/1/2011,0.02,73
16461,USC00511918,6/2/2011,0,76
16462,USC00511918,6/3/2011,0.03,70
16463,USC00511918,6/4/2011,0.58,71
16464,USC00511918,6/5/2011,0.02,80
16465,USC00511918,6/6/2011,0,70
16466,USC00511918,6/7/2011,0,68
16467,USC00511918,6/8/2011,0.1,74
16468,USC00511918,6/9/2011,0,75
16469,USC00511918,6/10/2011,0,75
16470,USC00511918,6/11/2011,0,78
16471,USC00511918,6/12/2011,0.02,76
16472,USC00511918,6/13/2011,0,69
16473,USC00511918,6/14/2011,0,73
16474,USC00511918,6/15/2011,0,76
16475,USC00511918,6/16/2011,0.01,72
16476,USC00511918,6/17/2011,0,72
16477,USC00511918,6/18/2011,0,80
16478,USC00511918,6/19/2011,0,76
16479,USC00511918,6/20/2011,0.01,71
16480,USC00511918,6/21/2011,0.03,68
16481,USC00511918,6/22/2011,0.1,71
16482,USC00511918,6/23/2011,0.01,72
16483,USC00511918,6/24/2011,0,75
16484,USC00511918,6/25/2011,0,80
16485,USC00511918,6/26/2011,0,75
16486,USC00511918,6/27/2011,0,74
16487,USC00511918,6/28/2011,0,74
16488,USC00511918,6/29/2011,0,69
16489,USC00511918,6/30/2011,0,70
16490,USC00511918,7/1/2011,0,68
16491,USC00511918,7/2/2011,0.02,79
16492,USC00511918,7/3/2011,0,77
16493,USC00511918,7/4/2011,0,77
16494,USC00511918,7/5/2011,0,70
16495,USC00511918,7/6/2011,0,74
16496,USC00511918,7/7/2011,0.03,71
16497,USC00511918,7/8/2011,0,75
16498,USC00511918,7/9/2011,0,76
16499,USC00511918,7/10/2011,0.02,79
16500,USC00511918,7/11/2011,0,71
16501,USC00511918,7/12/2011,0,67
16502,USC00511918,7/13/2011,0,72
16503,USC00511918,7/14/2011,0,67
16504,USC00511918,7/15/2011,0,76
16505,USC00511918,7/16/2011,0,78
16506,USC00511918,7/17/2011,0.02,79
16507,USC00511918,7/18/2011,0,75
16508,USC00511918,7/19/2011,0,73
16509,USC00511918,7/20/2011,0,72
16510,USC00511918,7/21/2011,0,75
16511,USC00511918,7/22/2011,0.01,74
16512,USC00511918,7/23/2011,0,77
16513,USC00511918,7/24/2011,0,78
16514,USC00511918,7/25/2011,0,79
16515,USC00511918,7/26/2011,0,80
16516,USC00511918,7/27/2011,0.31,75
16517,USC00511918,7/28/2011,0.01,76
16518,USC00511918,7/29/2011,0.07,70
16519,USC00511918,7/30/2011,0.14,77
16520,USC00511918,7/31/2011,0,79
16521,USC00511918,8/1/2011,0,67
16522,USC00511918,8/2/2011,0.01,70
16523,USC00511918,8/3/2011,0,75
16524,USC00511918,8/4/2011,0,75
16525,USC00511918,8/5/2011,0,79
16526,USC00511918,8/6/2011,0,72
16527,USC00511918,8/7/2011,0,79
16528,USC00511918,8/8/2011,0,70
16529,USC00511918,8/9/2011,0,71
16530,USC00511918,8/10/2011,0,71
16531,USC00511918,8/11/2011,0,74
16532,USC00511918,8/12/2011,0,67
16533,USC00511918,8/13/2011,0,78
16534,USC00511918,8/14/2011,0,78
16535,USC00511918,8/15/2011,0,75
16536,USC00511918,8/16/2011,0.01,73
16537,USC00511918,8/17/2011,0.03,71
16538,USC00511918,8/18/2011,0,72
16539,USC00511918,8/19/2011,0.01,79
16540,USC00511918,8/21/2011,0.05,77
16541,USC00511918,8/22/2011,0,74
16542,USC00511918,8/23/2011,0,70
16543,USC00511918,8/24/2011,0,74
16544,USC00511918,8/25/2011,0,79
16545,USC00511918,8/26/2011,0,74
16546,USC00511918,8/27/2011,0,77
16547,USC00511918,8/28/2011,0.08,80
16548,USC00511918,8/29/2011,0.14,70
16549,USC00511918,8/30/2011,0,71
16550,USC00511918,8/31/2011,0,69
16551,USC00511918,9/1/2011,0.01,79
16552,USC00511918,9/2/2011,0,75
16553,USC00511918,9/3/2011,0,80
16554,USC00511918,9/4/2011,0,79
16555,USC00511918,9/5/2011,0,75
16556,USC00511918,9/6/2011,0.08,66
16557,USC00511918,9/7/2011,0.02,64
16558,USC00511918,9/8/2011,0,66
16559,USC00511918,9/9/2011,0,68
16560,USC00511918,9/10/2011,0,79
16561,USC00511918,9/11/2011,0,79
16562,USC00511918,9/12/2011,0,71
16563,USC00511918,9/13/2011,0,68
16564,USC00511918,9/14/2011,0,69
16565,USC00511918,9/15/2011,0,73
16566,USC00511918,9/16/2011,0,75
16567,USC00511918,9/17/2011,0,79
16568,USC00511918,9/18/2011,0.01,78
16569,USC00511918,9/19/2011,0,72
16570,USC00511918,9/20/2011,0,74
16571,USC00511918,9/21/2011,0,72
16572,USC00511918,9/22/2011,0,77
16573,USC00511918,9/23/2011,0,73
16574,USC00511918,9/24/2011,0,78
16575,USC00511918,9/25/2011,0,72
16576,USC00511918,9/26/2011,0,66
16577,USC00511918,9/27/2011,0,69
16578,USC00511918,9/28/2011,0.01,68
16579,USC00511918,9/29/2011,0,74
16580,USC00511918,9/30/2011,0,69
16581,USC00511918,10/1/2011,0,80
16582,USC00511918,10/2/2011,0,82
16583,USC00511918,10/3/2011,0,74
16584,USC00511918,10/4/2011,0,75
16585,USC00511918,10/5/2011,0.01,76
16586,USC00511918,10/6/2011,0,77
16587,USC00511918,10/7/2011,0,81
16588,USC00511918,10/8/2011,0,86
16589,USC00511918,10/9/2011,0,79
16590,USC00511918,10/10/2011,0,76
16591,USC00511918,10/11/2011,0.01,69
16592,USC00511918,10/12/2011,0,65
16593,USC00511918,10/13/2011,0,65
16594,USC00511918,10/14/2011,0,68
16595,USC00511918,10/15/2011,0.01,73
16596,USC00511918,10/16/2011,0,81
16597,USC00511918,10/17/2011,0,65
16598,USC00511918,10/18/2011,0,65
16599,USC00511918,10/19/2011,0.01,65
16600,USC00511918,10/20/2011,0,67
16601,USC00511918,10/21/2011,0,74
16602,USC00511918,10/22/2011,0.01,75
16603,USC00511918,10/23/2011,0,80
16604,USC00511918,10/24/2011,0.65,75
16605,USC00511918,10/25/2011,0.02,68
16606,USC00511918,10/26/2011,0.01,69
16607,USC00511918,10/27/2011,0,64
16608,USC00511918,10/28/2011,0,68
16609,USC00511918,10/29/2011,0,73
16610,USC00511918,10/30/2011,0,76
16611,USC00511918,10/31/2011,0,67
16612,USC00511918,11/1/2011,0.08,69
16613,USC00511918,11/2/2011,0.26,74
16614,USC00511918,11/3/2011,0.02,74
16615,USC00511918,11/4/2011,0,82
16616,USC00511918,11/5/2011,0,76
16617,USC00511918,11/7/2011,0,78
16618,USC00511918,11/8/2011,0,71
16619,USC00511918,11/9/2011,0.01,73
16620,USC00511918,11/10/2011,0,73
16621,USC00511918,11/11/2011,0.09,70
16622,USC00511918,11/12/2011,0,73
16623,USC00511918,11/13/2011,0,71
16624,USC00511918,11/14/2011,0,73
16625,USC00511918,11/15/2011,0,65
16626,USC00511918,11/16/2011,0,67
16627,USC00511918,11/17/2011,0,74
16628,USC00511918,11/18/2011,0,78
16629,USC00511918,11/19/2011,0,75
16630,USC00511918,11/20/2011,0,75
16631,USC00511918,11/21/2011,0,75
16632,USC00511918,11/22/2011,0,72
16633,USC00511918,11/23/2011,0.01,72
16634,USC00511918,11/24/2011,0,68
16635,USC00511918,11/25/2011,0,67
16636,USC00511918,11/26/2011,0,77
16637,USC00511918,11/27/2011,0.05,74
16638,USC00511918,11/28/2011,0,71
16639,USC00511918,11/29/2011,0,69
16640,USC00511918,11/30/2011,0.02,64
16641,USC00511918,12/1/2011,0,66
16642,USC00511918,12/2/2011,0.01,69
16643,USC00511918,12/3/2011,0,69
16644,USC00511918,12/4/2011,0,70
16645,USC00511918,12/5/2011,0,71
16646,USC00511918,12/6/2011,0,73
16647,USC00511918,12/7/2011,0,65
16648,USC00511918,12/8/2011,0,71
16649,USC00511918,12/9/2011,0.05,65
16650,USC00511918,12/10/2011,0.03,75
16651,USC00511918,12/11/2011,0.29,72
16652,USC00511918,12/12/2011,0.03,74
16653,USC00511918,12/13/2011,0.1,67
16654,USC00511918,12/14/2011,0.06,65
16655,USC00511918,12/15/2011,0.01,68
16656,USC00511918,12/16/2011,0.01,66
16657,USC00511918,12/17/2011,0,73
16658,USC00511918,12/18/2011,0,74
16659,USC00511918,12/19/2011,0,76
16660,USC00511918,12/20/2011,0,72
16661,USC00511918,12/21/2011,0.03,69
16662,USC00511918,12/22/2011,0.02,71
16663,USC00511918,12/23/2011,0.01,70
16664,USC00511918,12/24/2011,0.01,70
16665,USC00511918,12/25/2011,0,73
16666,USC00511918,12/26/2011,0,71
16667,USC00511918,12/27/2011,0,76
16668,USC00511918,12/28/2011,0,72
16669,USC00511918,12/29/2011,0,77
16670,USC00511918,12/30/2011,0,70
16671,USC00511918,12/31/2011,0.01,65
16672,USC00511918,1/1/2012,0,67
16673,USC00511918,1/3/2012,0,64
16674,USC00511918,1/4/2012,0,75
16675,USC00511918,1/5/2012,0,64
16676,USC00511918,1/6/2012,0,69
16677,USC00511918,1/7/2012,0,62
16678,USC00511918,1/8/2012,0,61
16679,USC00511918,1/9/2012,0,62
16680,USC00511918,1/10/2012,0,63
16681,USC00511918,1/11/2012,0,64
16682,USC00511918,1/12/2012,0,65
16683,USC00511918,1/13/2012,0,63
16684,USC00511918,1/14/2012,0,63
16685,USC00511918,1/15/2012,0,74
16686,USC00511918,1/16/2012,0.02,75
16687,USC00511918,1/17/2012,0,75
16688,USC00511918,1/18/2012,0,74
16689,USC00511918,1/19/2012,0,66
16690,USC00511918,1/20/2012,0,62
16691,USC00511918,1/21/2012,0,71
16692,USC00511918,1/22/2012,0,73
16693,USC00511918,1/23/2012,0.01,62
16694,USC00511918,1/24/2012,0,69
16695,USC00511918,1/25/2012,0,62
16696,USC00511918,1/26/2012,0,74
16697,USC00511918,1/27/2012,0.33,65
16698,USC00511918,1/28/2012,0,62
16699,USC00511918,1/29/2012,0.01,73
16700,USC00511918,1/30/2012,0.01,69
16701,USC00511918,1/31/2012,0,71
16702,USC00511918,2/1/2012,0,63
16703,USC00511918,2/2/2012,0,69
16704,USC00511918,2/3/2012,0,60
16705,USC00511918,2/4/2012,0,62
16706,USC00511918,2/5/2012,0,68
16707,USC00511918,2/6/2012,0.15,66
16708,USC00511918,2/7/2012,0.3,72
16709,USC00511918,2/8/2012,0.39,56
16710,USC00511918,2/9/2012,0,59
16711,USC00511918,2/10/2012,0,56
16712,USC00511918,2/11/2012,0,78
16713,USC00511918,2/12/2012,0,66
16714,USC00511918,2/13/2012,0,63
16715,USC00511918,2/14/2012,0,62
16716,USC00511918,2/15/2012,0,64
16717,USC00511918,2/16/2012,0,70
16718,USC00511918,2/17/2012,0,70
16719,USC00511918,2/18/2012,0,73
16720,USC00511918,2/19/2012,0.01,70
16721,USC00511918,2/20/2012,0,73
16722,USC00511918,2/21/2012,0,70
16723,USC00511918,2/22/2012,0,71
16724,USC00511918,2/23/2012,0.05,70
16725,USC00511918,2/24/2012,0,67
16726,USC00511918,2/25/2012,0,70
16727,USC00511918,2/26/2012,0.01,70
16728,USC00511918,2/27/2012,0.38,64
16729,USC00511918,2/28/2012,0,66
16730,USC00511918,2/29/2012,0.01,74
16731,USC00511918,3/1/2012,0,74
16732,USC00511918,3/2/2012,0,73
16733,USC00511918,3/3/2012,0,72
16734,USC00511918,3/4/2012,0.05,66
16735,USC00511918,3/5/2012,0.7,64
16736,USC00511918,3/6/2012,2.83,70
16737,USC00511918,3/7/2012,0.91,65
16738,USC00511918,3/8/2012,0,66
16739,USC00511918,3/9/2012,0,66
16740,USC00511918,3/10/2012,0.19,72
16741,USC00511918,3/11/2012,0,74
16742,USC00511918,3/12/2012,0,68
16743,USC00511918,3/13/2012,0,65
16744,USC00511918,3/14/2012,0,68
16745,USC00511918,3/15/2012,0,67
16746,USC00511918,3/16/2012,0.02,70
16747,USC00511918,3/17/2012,0,74
16748,USC00511918,3/18/2012,0.02,69
16749,USC00511918,3/19/2012,0.02,65
16750,USC00511918,3/20/2012,0,63
16751,USC00511918,3/21/2012,0,65
16752,USC00511918,3/22/2012,0,70
16753,USC00511918,3/23/2012,0,69
16754,USC00511918,3/24/2012,0,73
16755,USC00511918,3/25/2012,0,72
16756,USC00511918,3/26/2012,0.03,74
16757,USC00511918,3/27/2012,0,63
16758,USC00511918,3/28/2012,0,59
16759,USC00511918,3/29/2012,0,58
16760,USC00511918,3/30/2012,0,71
16761,USC00511918,3/31/2012,0,74
16762,USC00511918,4/1/2012,0,72
16763,USC00511918,4/2/2012,0,66
16764,USC00511918,4/3/2012,0,61
16765,USC00511918,4/4/2012,0,66
16766,USC00511918,4/5/2012,0,71
16767,USC00511918,4/6/2012,0,71
16768,USC00511918,4/7/2012,0.04,74
16769,USC00511918,4/8/2012,0,77
16770,USC00511918,4/9/2012,0.03,68
16771,USC00511918,4/10/2012,0.19,65
16772,USC00511918,4/11/2012,0.06,74
16773,USC00511918,4/12/2012,0,75
16774,USC00511918,4/13/2012,0,64
16775,USC00511918,4/14/2012,0,75
16776,USC00511918,4/15/2012,0,74
16777,USC00511918,4/16/2012,0,71
16778,USC00511918,4/17/2012,0,72
16779,USC00511918,4/18/2012,0,72
16780,USC00511918,4/19/2012,0,72
16781,USC00511918,4/20/2012,0,64
16782,USC00511918,4/21/2012,0,75
16783,USC00511918,4/22/2012,0.08,65
16784,USC00511918,4/23/2012,0.02,69
16785,USC00511918,4/24/2012,0,70
16786,USC00511918,4/25/2012,0,69
16787,USC00511918,4/26/2012,0,66
16788,USC00511918,4/27/2012,0,65
16789,USC00511918,4/28/2012,0,78
16790,USC00511918,4/29/2012,0,74
16791,USC00511918,4/30/2012,0,77
16792,USC00511918,5/1/2012,0,70
16793,USC00511918,5/2/2012,0.01,69
16794,USC00511918,5/3/2012,0.03,68
16795,USC00511918,5/4/2012,0,70
16796,USC00511918,5/5/2012,0.02,76
16797,USC00511918,5/6/2012,0,74
16798,USC00511918,5/7/2012,0,68
16799,USC00511918,5/8/2012,0,71
16800,USC00511918,5/9/2012,0,68
16801,USC00511918,5/10/2012,0,64
16802,USC00511918,5/11/2012,0,65
16803,USC00511918,5/12/2012,0,74
16804,USC00511918,5/13/2012,0,75
16805,USC00511918,5/14/2012,0,63
16806,USC00511918,5/15/2012,0,64
16807,USC00511918,5/16/2012,0.01,71
16808,USC00511918,5/17/2012,0,72
16809,USC00511918,5/18/2012,0,71
16810,USC00511918,5/19/2012,0,76
16811,USC00511918,5/20/2012,0,79
16812,USC00511918,5/21/2012,0,68
16813,USC00511918,5/22/2012,0,71
16814,USC00511918,5/23/2012,0,73
16815,USC00511918,5/24/2012,0.01,75
16816,USC00511918,5/25/2012,0,74
16817,USC00511918,5/26/2012,0,76
16818,USC00511918,5/27/2012,0,78
16819,USC00511918,5/28/2012,0,76
16820,USC00511918,5/29/2012,0,77
16821,USC00511918,5/30/2012,0,74
16822,USC00511918,5/31/2012,0,71
16823,USC00511918,6/1/2012,0.01,73
16824,USC00511918,6/2/2012,0.02,76
16825,USC00511918,6/3/2012,0,76
16826,USC00511918,6/4/2012,0,74
16827,USC00511918,6/5/2012,0,71
16828,USC00511918,6/6/2012,0.01,72
16829,USC00511918,6/7/2012,0,73
16830,USC00511918,6/8/2012,0,77
16831,USC00511918,6/9/2012,0,77
16832,USC00511918,6/10/2012,0,77
16833,USC00511918,6/11/2012,0,79
16834,USC00511918,6/12/2012,0,77
16835,USC00511918,6/13/2012,0.03,77
16836,USC00511918,6/14/2012,0,78
16837,USC00511918,6/16/2012,,78
16838,USC00511918,6/17/2012,0,81
16839,USC00511918,6/18/2012,0,76
16840,USC00511918,6/19/2012,0,74
16841,USC00511918,6/20/2012,0.02,71
16842,USC00511918,6/21/2012,0,78
16843,USC00511918,6/22/2012,0,71
16844,USC00511918,6/23/2012,0.1,76
16845,USC00511918,6/24/2012,0,81
16846,USC00511918,6/25/2012,0.01,73
16847,USC00511918,6/26/2012,0,72
16848,USC00511918,6/27/2012,0.01,72
16849,USC00511918,6/28/2012,0,74
16850,USC00511918,6/29/2012,0,72
16851,USC00511918,6/30/2012,0,79
16852,USC00511918,7/1/2012,0,77
16853,USC00511918,7/2/2012,0,73
16854,USC00511918,7/3/2012,0,73
16855,USC00511918,7/4/2012,0.2,79
16856,USC00511918,7/5/2012,0.01,74
16857,USC00511918,7/6/2012,0,74
16858,USC00511918,7/8/2012,0,79
16859,USC00511918,7/9/2012,0,73
16860,USC00511918,7/10/2012,0,72
16861,USC00511918,7/11/2012,0,77
16862,USC00511918,7/12/2012,0,71
16863,USC00511918,7/13/2012,0,75
16864,USC00511918,7/14/2012,0,81
16865,USC00511918,7/15/2012,0,81
16866,USC00511918,7/16/2012,0.03,73
16867,USC00511918,7/17/2012,0,74
16868,USC00511918,7/18/2012,0,81
16869,USC00511918,7/19/2012,0,79
16870,USC00511918,7/20/2012,0,77
16871,USC00511918,7/21/2012,0.15,76
16872,USC00511918,7/22/2012,0.04,69
16873,USC00511918,7/23/2012,0,78
16874,USC00511918,7/24/2012,0,81
16875,USC00511918,7/25/2012,0,84
16876,USC00511918,7/26/2012,0,86
16877,USC00511918,7/27/2012,0,80
16878,USC00511918,7/28/2012,0,76
16879,USC00511918,7/29/2012,0.03,74
16880,USC00511918,7/30/2012,0,80
16881,USC00511918,7/31/2012,0,76
16882,USC00511918,8/1/2012,0,76
16883,USC00511918,8/2/2012,0,68
16884,USC00511918,8/3/2012,0,72
16885,USC00511918,8/4/2012,0,80
16886,USC00511918,8/5/2012,0,80
16887,USC00511918,8/6/2012,0.01,67
16888,USC00511918,8/7/2012,0,74
16889,USC00511918,8/8/2012,0,73
16890,USC00511918,8/9/2012,0,69
16891,USC00511918,8/10/2012,0,65
16892,USC00511918,8/11/2012,0,78
16893,USC00511918,8/12/2012,0,79
16894,USC00511918,8/13/2012,0,75
16895,USC00511918,8/14/2012,0.06,72
16896,USC00511918,8/15/2012,0,75
16897,USC00511918,8/16/2012,0,75
16898,USC00511918,8/17/2012,0,70
16899,USC00511918,8/18/2012,0,80
16900,USC00511918,8/19/2012,0,81
16901,USC00511918,8/20/2012,0,72
16902,USC00511918,8/21/2012,0,67
16903,USC00511918,8/22/2012,0,69
16904,USC00511918,8/23/2012,0,67
16905,USC00511918,8/24/2012,0,71
16906,USC00511918,8/25/2012,0,78
16907,USC00511918,8/26/2012,0,81
16908,USC00511918,8/27/2012,0,72
16909,USC00511918,8/28/2012,0.04,73
16910,USC00511918,8/29/2012,0,78
16911,USC00511918,8/30/2012,0,73
16912,USC00511918,8/31/2012,0,69
16913,USC00511918,9/1/2012,0,80
16914,USC00511918,9/2/2012,0,76
16915,USC00511918,9/3/2012,0,77
16916,USC00511918,9/4/2012,0,74
16917,USC00511918,9/5/2012,0.01,77
16918,USC00511918,9/6/2012,0,81
16919,USC00511918,9/7/2012,0.03,71
16920,USC00511918,9/8/2012,0.1,79
16921,USC00511918,9/9/2012,0,73
16922,USC00511918,9/10/2012,0.03,74
16923,USC00511918,9/11/2012,0,73
16924,USC00511918,9/12/2012,0,68
16925,USC00511918,9/13/2012,0,72
16926,USC00511918,9/14/2012,0,72
16927,USC00511918,9/15/2012,0,74
16928,USC00511918,9/16/2012,0,81
16929,USC00511918,9/17/2012,0,68
16930,USC00511918,9/18/2012,0,67
16931,USC00511918,9/19/2012,0.03,68
16932,USC00511918,9/20/2012,0.16,71
16933,USC00511918,9/21/2012,0.08,68
16934,USC00511918,9/22/2012,0,81
16935,USC00511918,9/23/2012,0.02,75
16936,USC00511918,9/24/2012,0,75
16937,USC00511918,9/25/2012,0,75
16938,USC00511918,9/26/2012,0,68
16939,USC00511918,9/27/2012,0,72
16940,USC00511918,9/28/2012,0,74
16941,USC00511918,9/29/2012,0,73
16942,USC00511918,9/30/2012,0,80
16943,USC00511918,10/1/2012,0,69
16944,USC00511918,10/2/2012,0,70
16945,USC00511918,10/3/2012,0,66
16946,USC00511918,10/4/2012,0,67
16947,USC00511918,10/5/2012,0,79
16948,USC00511918,10/6/2012,0,77
16949,USC00511918,10/7/2012,0.01,76
16950,USC00511918,10/8/2012,0,79
16951,USC00511918,10/9/2012,0,69
16952,USC00511918,10/10/2012,0,77
16953,USC00511918,10/11/2012,0,74
16954,USC00511918,10/12/2012,0,80
16955,USC00511918,10/13/2012,0,79
16956,USC00511918,10/14/2012,0.02,79
16957,USC00511918,10/15/2012,0.02,74
16958,USC00511918,10/16/2012,0,69
16959,USC00511918,10/17/2012,0,67
16960,USC00511918,10/18/2012,0,70
16961,USC00511918,10/19/2012,0,73
16962,USC00511918,10/20/2012,0,78
16963,USC00511918,10/21/2012,0,82
16964,USC00511918,10/22/2012,0,71
16965,USC00511918,10/23/2012,0,68
16966,USC00511918,10/24/2012,0,70
16967,USC00511918,10/25/2012,0,72
16968,USC00511918,10/26/2012,0,80
16969,USC00511918,10/27/2012,0.01,78
16970,USC00511918,10/28/2012,0,79
16971,USC00511918,10/29/2012,0.02,73
16972,USC00511918,10/30/2012,0.01,77
16973,USC00511918,10/31/2012,0.01,69
16974,USC00511918,11/1/2012,0,81
16975,USC00511918,11/2/2012,0,70
16976,USC00511918,11/3/2012,0,76
16977,USC00511918,11/4/2012,0,75
16978,USC00511918,11/5/2012,0,66
16979,USC00511918,11/6/2012,0,72
16980,USC00511918,11/7/2012,0,69
16981,USC00511918,11/8/2012,0,67
16982,USC00511918,11/9/2012,0,77
16983,USC00511918,11/10/2012,0,75
16984,USC00511918,11/11/2012,0,76
16985,USC00511918,11/12/2012,0,76
16986,USC00511918,11/13/2012,0.02,68
16987,USC00511918,11/14/2012,0,72
16988,USC00511918,11/15/2012,0.05,70
16989,USC00511918,11/16/2012,0.01,74
16990,USC00511918,11/17/2012,0,71
16991,USC00511918,11/18/2012,0.15,70
16992,USC00511918,11/19/2012,0,69
16993,USC00511918,11/20/2012,0,68
16994,USC00511918,11/21/2012,0,66
16995,USC00511918,11/22/2012,0,72
16996,USC00511918,11/23/2012,0.07,77
16997,USC00511918,11/24/2012,0.25,69
16998,USC00511918,11/26/2012,0.03,67
16999,USC00511918,11/27/2012,0.03,69
17000,USC00511918,11/28/2012,0,62
17001,USC00511918,11/29/2012,0,66
17002,USC00511918,11/30/2012,0,63
17003,USC00511918,12/2/2012,0,72
17004,USC00511918,12/3/2012,0,75
17005,USC00511918,12/4/2012,0,68
17006,USC00511918,12/5/2012,0.08,72
17007,USC00511918,12/6/2012,0.01,64
17008,USC00511918,12/7/2012,0,75
17009,USC00511918,12/8/2012,0,69
17010,USC00511918,12/9/2012,0,80
17011,USC00511918,12/10/2012,0,73
17012,USC00511918,12/11/2012,0,73
17013,USC00511918,12/12/2012,0,73
17014,USC00511918,12/13/2012,0,72
17015,USC00511918,12/14/2012,0.15,73
17016,USC00511918,12/15/2012,0,75
17017,USC00511918,12/16/2012,0,76
17018,USC00511918,12/17/2012,0,74
17019,USC00511918,12/18/2012,0.02,72
17020,USC00511918,12/19/2012,0,72
17021,USC00511918,12/20/2012,0,70
17022,USC00511918,12/21/2012,0,70
17023,USC00511918,12/22/2012,0.01,71
17024,USC00511918,12/23/2012,0,61
17025,USC00511918,12/24/2012,0,65
17026,USC00511918,12/25/2012,0,74
17027,USC00511918,12/26/2012,0,71
17028,USC00511918,12/27/2012,0,63
17029,USC00511918,12/28/2012,0,64
17030,USC00511918,12/29/2012,0,66
17031,USC00511918,12/30/2012,0,68
17032,USC00511918,12/31/2012,0,66
17033,USC00511918,1/1/2013,0,69
17034,USC00511918,1/2/2013,0.01,70
17035,USC00511918,1/3/2013,0.13,67
17036,USC00511918,1/4/2013,0.01,71
17037,USC00511918,1/5/2013,0,73
17038,USC00511918,1/6/2013,0,73
17039,USC00511918,1/7/2013,0.01,70
17040,USC00511918,1/8/2013,0,71
17041,USC00511918,1/9/2013,0.01,70
17042,USC00511918,1/10/2013,0,70
17043,USC00511918,1/11/2013,0,70
17044,USC00511918,1/12/2013,0,66
17045,USC00511918,1/13/2013,0,70
17046,USC00511918,1/14/2013,0.01,74
17047,USC00511918,1/15/2013,0.53,66
17048,USC00511918,1/16/2013,0,57
17049,USC00511918,1/17/2013,0,61
17050,USC00511918,1/18/2013,0,57
17051,USC00511918,1/19/2013,0,62
17052,USC00511918,1/20/2013,0,64
17053,USC00511918,1/22/2013,0,68
17054,USC00511918,1/23/2013,0,69
17055,USC00511918,1/24/2013,0.03,67
17056,USC00511918,1/25/2013,0.1,61
17057,USC00511918,1/26/2013,0.08,72
17058,USC00511918,1/27/2013,0.2,74
17059,USC00511918,1/28/2013,1.57,65
17060,USC00511918,1/29/2013,0.03,64
17061,USC00511918,1/30/2013,0.04,62
17062,USC00511918,1/31/2013,0,63
17063,USC00511918,2/1/2013,0,62
17064,USC00511918,2/2/2013,0,74
17065,USC00511918,2/3/2013,0,58
17066,USC00511918,2/4/2013,0,69
17067,USC00511918,2/5/2013,0,69
17068,USC00511918,2/6/2013,0,67
17069,USC00511918,2/7/2013,0,67
17070,USC00511918,2/8/2013,0,64
17071,USC00511918,2/9/2013,0,63
17072,USC00511918,2/10/2013,0,70
17073,USC00511918,2/11/2013,0,69
17074,USC00511918,2/12/2013,0,65
17075,USC00511918,2/13/2013,0,58
17076,USC00511918,2/14/2013,0,62
17077,USC00511918,2/15/2013,0,75
17078,USC00511918,2/16/2013,0,72
17079,USC00511918,2/17/2013,0,73
17080,USC00511918,2/18/2013,0,71
17081,USC00511918,2/19/2013,0,70
17082,USC00511918,2/20/2013,0.03,67
17083,USC00511918,2/21/2013,0.01,66
17084,USC00511918,2/22/2013,0.15,68
17085,USC00511918,2/23/2013,0,69
17086,USC00511918,2/24/2013,0.12,74
17087,USC00511918,2/25/2013,0,68
17088,USC00511918,2/26/2013,0,69
17089,USC00511918,2/27/2013,0,69
17090,USC00511918,2/28/2013,0,70
17091,USC00511918,3/1/2013,0,70
17092,USC00511918,3/2/2013,0,72
17093,USC00511918,3/3/2013,0,72
17094,USC00511918,3/4/2013,0,69
17095,USC00511918,3/5/2013,0,60
17096,USC00511918,3/6/2013,0,66
17097,USC00511918,3/7/2013,0,60
